ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
1,Brisbane,Brisbane International,2026-01-04,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Vukic A.,30.0,87.0,1485.0,693.0,6,2,6,2.0,,,,,,,2,0,Completed,1.44,2.75,1.52,2.7,1.53,2.95,1.47,2.63,1.53,2.88
1,Brisbane,Brisbane International,2026-01-04,ATP250,Outdoor,Hard,1st Round,3,Tien L.,Ugo Carabelli C.,26.0,48.0,1540.0,1028.0,7,6,6,3.0,,,,,,,2,0,Completed,1.14,5.5,1.2,5.21,1.18,5.5,1.16,5.06,1.19,6.0
1,Brisbane,Brisbane International,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Vacherot V.,46.0,31.0,1090.0,1469.0,7,6,6,3.0,,,,,,,2,0,Completed,1.5,2.63,1.54,2.64,1.52,2.75,1.48,2.61,1.56,2.74
1,Brisbane,Brisbane International,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Duckworth J.,37.0,86.0,1300.0,694.0,6,7,7,6.0,6,3,,,,,2,1,Completed,1.73,2.1,1.73,2.22,1.8,2.2,1.71,2.11,1.75,2.28
1,Brisbane,Brisbane International,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Lehecka J.,Machac T.,19.0,35.0,2075.0,1360.0,6,4,6,7.0,6,2,,,,,2,1,Completed,1.5,2.63,1.52,2.71,1.57,2.75,1.49,2.56,1.54,2.76
1,Brisbane,Brisbane International,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Majchrzak K.,Altmaier D.,59.0,44.0,861.0,1123.0,7,6,6,0.0,,,,,,,2,0,Completed,1.91,1.91,,,1.95,1.91,1.91,1.84,2.02,1.94
1,Brisbane,Brisbane International,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Popyrin A.,91.0,50.0,669.0,1000.0,5,7,6,3.0,6,4,,,,,2,1,Completed,2.5,1.53,2.49,1.6,2.5,1.57,2.4,1.55,2.6,1.61
1,Brisbane,Brisbane International,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Sweeny D.,60.0,183.0,861.0,315.0,6,3,7,5.0,,,,,,,2,0,Completed,1.62,2.3,1.6,2.49,1.62,2.6,1.56,2.39,1.64,2.52
1,Brisbane,Brisbane International,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Medvedev D.,Fucsovics M.,13.0,54.0,2710.0,949.0,6,2,6,3.0,,,,,,,2,0,Completed,1.29,3.75,1.28,4.03,1.29,3.8,1.26,3.73,1.28,4.3
1,Brisbane,Brisbane International,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Collignon R.,Shapovalov D.,84.0,23.0,704.0,1665.0,6,4,6,2.0,,,,,,,2,0,Completed,2.1,1.73,2.03,1.86,2.2,1.78,2.06,1.74,2.14,1.86
1,Brisbane,Brisbane International,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Nakashima B.,Davidovich Fokina A.,33.0,14.0,1380.0,2585.0,7,6,6,4.0,,,,,,,2,0,Completed,2.5,1.53,2.4,1.63,2.5,1.65,2.35,1.57,2.48,1.66
1,Brisbane,Brisbane International,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Mpetshi G.,Paul T.,67.0,20.0,825.0,2050.0,7,6,3,6.0,7,6,,,,,2,1,Completed,2.75,1.44,2.73,1.51,2.75,1.55,2.64,1.47,2.84,1.52
1,Brisbane,Brisbane International,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Kovacevic A.,Kyrgios N.,58.0,670.0,877.0,50.0,6,3,6,4.0,,,,,,,2,0,Completed,1.62,2.3,1.6,2.47,1.65,2.5,1.6,2.29,1.59,2.66
1,Brisbane,Brisbane International,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Humbert U.,28.0,36.0,1523.0,1355.0,1,6,7,6.0,7,5,,,,,2,1,Completed,2.2,1.67,2.21,1.74,2.2,1.8,2.1,1.72,2.3,1.75
1,Brisbane,Brisbane International,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Walton A.,111.0,77.0,546.0,732.0,6,3,6,2.0,,,,,,,2,0,Completed,1.73,2.1,1.79,2.13,1.76,2.1,1.73,2.08,1.8,2.22
1,Brisbane,Brisbane International,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Carreno Busta P.,47.0,92.0,1080.0,656.0,6,3,6,2.0,,,,,,,2,0,Completed,1.44,2.75,1.51,2.74,1.55,2.8,1.47,2.67,1.52,2.9
1,Brisbane,Brisbane International,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Michelsen A.,Tien L.,37.0,26.0,1300.0,1540.0,6,4,6,2.0,,,,,,,2,0,Completed,2.38,1.57,2.57,1.56,2.54,1.58,2.45,1.54,2.68,1.58
1,Brisbane,Brisbane International,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Medvedev D.,Tiafoe F.,13.0,30.0,2710.0,1485.0,6,3,6,2.0,,,,,,,2,0,Completed,1.3,3.5,1.35,3.44,1.33,3.55,1.31,3.42,1.38,3.55
1,Brisbane,Brisbane International,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Lehecka J.,46.0,19.0,1090.0,2075.0,6,3,1,2.0,,,,,,,1,0,Retired,2.2,1.67,2.51,1.58,2.35,1.71,2.25,1.62,2.52,1.63
1,Brisbane,Brisbane International,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Majchrzak K.,Opelka R.,59.0,60.0,861.0,861.0,6,7,7,6.0,7,6,,,,,2,1,Completed,2,1.8,2.08,1.82,2.04,1.83,1.99,1.8,2.12,1.87
1,Brisbane,Brisbane International,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Kovacevic A.,Norrie C.,58.0,28.0,877.0,1523.0,7,6,4,6.0,6,4,,,,,2,1,Completed,2.63,1.5,2.69,1.52,2.75,1.5,2.64,1.48,2.84,1.54
1,Brisbane,Brisbane International,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Nakashima B.,Halys Q.,33.0,91.0,1380.0,669.0,6,2,6,4.0,,,,,,,2,0,Completed,1.44,2.75,1.44,3.0,1.45,2.88,1.43,2.77,1.48,3.0
1,Brisbane,Brisbane International,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Mpetshi G.,Hijikata R.,67.0,111.0,825.0,546.0,4,6,7,6.0,7,6,,,,,2,1,Completed,1.57,2.38,1.65,2.35,1.65,2.38,1.6,2.29,1.68,2.42
1,Brisbane,Brisbane International,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Collignon R.,Dimitrov G.,84.0,47.0,704.0,1080.0,7,6,6,3.0,,,,,,,2,0,Completed,2.75,1.44,2.76,1.5,2.75,1.53,2.63,1.48,2.84,1.53
1,Brisbane,Brisbane International,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Kovacevic A.,Mpetshi G.,58.0,67.0,877.0,825.0,7,6,4,6.0,6,3,,,,,2,1,Completed,2.3,1.62,2.25,1.72,2.38,1.68,2.25,1.62,2.32,1.73
1,Brisbane,Brisbane International,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Nakashima B.,Collignon R.,33.0,84.0,1380.0,704.0,6,3,6,3.0,,,,,,,2,0,Completed,1.62,2.3,1.68,2.32,1.83,2.3,1.66,2.18,1.75,2.3
1,Brisbane,Brisbane International,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Michelsen A.,Korda S.,37.0,46.0,1300.0,1090.0,6,3,7,6.0,,,,,,,2,0,Completed,2.75,1.44,2.82,1.49,2.75,1.5,2.65,1.46,2.88,1.52
1,Brisbane,Brisbane International,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Majchrzak K.,13.0,59.0,2710.0,861.0,6,7,6,3.0,6,2,,,,,2,1,Completed,1.14,5.5,1.17,5.95,1.18,6.5,1.15,5.38,1.17,6.8
1,Brisbane,Brisbane International,2026-01-10,ATP250,Outdoor,Hard,Semifinals,3,Nakashima B.,Kovacevic A.,33.0,58.0,1380.0,877.0,7,6,6,4.0,,,,,,,2,0,Completed,1.36,3.2,1.37,3.38,1.4,3.2,1.36,3.04,1.4,3.4
1,Brisbane,Brisbane International,2026-01-10,ATP250,Outdoor,Hard,Semifinals,3,Medvedev D.,Michelsen A.,13.0,37.0,2710.0,1300.0,6,4,6,2.0,,,,,,,2,0,Completed,1.25,4.0,,,1.29,4.0,1.26,3.77,1.32,4.0
1,Brisbane,Brisbane International,2026-01-11,ATP250,Outdoor,Hard,The Final,3,Medvedev D.,Nakashima B.,13.0,33.0,2710.0,1380.0,6,2,7,6.0,,,,,,,2,0,Completed,1.29,3.75,1.29,4.01,1.3,3.75,1.28,3.6,1.31,4.2
2,Hong Kong,Hong Kong Tennis Open,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Borges N.,Dzumhur D.,45.0,65.0,1120.0,837.0,6,4,6,3.0,,,,,,,2,0,Completed,1.44,2.75,1.47,2.88,1.49,2.8,1.44,2.69,1.51,2.88
2,Hong Kong,Hong Kong Tennis Open,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Mannarino A.,70.0,68.0,765.0,817.0,6,3,6,2.0,,,,,,,2,0,Completed,1.8,2.0,1.77,2.16,1.81,2.06,1.76,2.02,1.83,2.16
2,Hong Kong,Hong Kong Tennis Open,2026-01-05,ATP250,Outdoor,Hard,1st Round,3,Wu Y.,Marozsan F.,179.0,53.0,322.0,975.0,6,4,6,2.0,,,,,,,2,0,Completed,2,1.8,2.23,1.72,2.2,1.84,2.08,1.72,2.32,1.74
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Etcheverry T.,Royer V.,57.0,56.0,895.0,924.0,6,4,7,5.0,,,,,,,2,0,Completed,1.8,2.0,1.95,1.93,1.91,2.1,1.84,1.93,2.02,1.96
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Sonego L.,Sakamoto R.,39.0,200.0,1240.0,292.0,6,2,7,6.0,,,,,,,2,0,Completed,1.44,2.75,1.51,2.74,1.5,2.75,1.46,2.63,1.52,2.84
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Muller A.,Kecmanovic M.,52.0,51.0,980.0,1000.0,7,5,6,4.0,,,,,,,2,0,Completed,2.3,1.62,2.26,1.7,2.3,1.73,2.23,1.62,2.26,1.75
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Wong C.,Navone M.,150.0,72.0,406.0,760.0,6,3,7,5.0,,,,,,,2,0,Completed,1.73,2.1,1.84,2.06,1.82,2.2,1.76,2.02,1.94,2.06
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Diallo G.,De Jong J.,40.0,71.0,1215.0,763.0,6,4,7,6.0,,,,,,,2,0,Completed,1.44,2.75,1.43,3.05,1.45,2.9,1.41,2.8,1.46,3.05
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Tabilo A.,285.0,81.0,184.0,717.0,7,5,6,4.0,,,,,,,2,0,Completed,2.3,1.62,2.38,1.65,2.6,1.68,2.35,1.57,2.48,1.66
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Struff J.L.,75.0,82.0,746.0,711.0,6,3,1,6.0,6,1,,,,,2,1,Completed,2.1,1.73,2.22,1.73,2.23,1.73,2.17,1.66,2.34,1.72
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Djere L.,64.0,95.0,845.0,652.0,6,2,6,0.0,,,,,,,2,0,Completed,1.67,2.2,1.73,2.22,1.73,2.2,1.69,2.11,1.72,2.32
2,Hong Kong,Hong Kong Tennis Open,2026-01-06,ATP250,Outdoor,Hard,1st Round,3,Shang J.,Comesana F.,406.0,66.0,115.0,829.0,6,4,6,4.0,,,,,,,2,0,Completed,1.5,2.63,1.55,2.61,1.6,2.63,1.5,2.53,1.55,2.78
2,Hong Kong,Hong Kong Tennis Open,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Musetti L.,Etcheverry T.,7.0,57.0,3990.0,895.0,6,7,6,2.0,6,4,,,,,2,1,Completed,1.3,3.5,,,1.32,3.5,1.3,3.4,1.33,3.85
2,Hong Kong,Hong Kong Tennis Open,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Borges N.,Cilic M.,45.0,70.0,1120.0,765.0,7,5,6,3.0,,,,,,,2,0,Completed,1.91,1.91,1.93,1.95,1.95,1.94,1.88,1.89,1.96,2.02
2,Hong Kong,Hong Kong Tennis Open,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Wong C.,Diallo G.,150.0,40.0,406.0,1215.0,1,6,7,5.0,7,5,,,,,2,1,Completed,2.75,1.44,,,2.95,1.5,2.65,1.46,2.88,1.51
2,Hong Kong,Hong Kong Tennis Open,2026-01-07,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Wu Y.,16.0,179.0,2510.0,322.0,3,6,6,2.0,6,1,,,,,2,1,Completed,1.44,2.75,1.51,2.6,1.5,2.75,1.47,2.61,1.51,2.96
2,Hong Kong,Hong Kong Tennis Open,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Shang J.,Sonego L.,406.0,39.0,115.0,1240.0,6,3,6,4.0,,,,,,,2,0,Completed,1.62,2.3,1.69,2.29,1.68,2.3,1.63,2.23,1.73,2.34
2,Hong Kong,Hong Kong Tennis Open,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Giron M.,Muller A.,64.0,52.0,845.0,980.0,6,4,7,6.0,,,,,,,2,0,Completed,1.8,2.0,1.8,2.11,1.84,2.01,1.79,1.99,1.84,2.16
2,Hong Kong,Hong Kong Tennis Open,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Mmoh M.,Khachanov K.,285.0,17.0,184.0,2320.0,7,6,7,6.0,,,,,,,2,0,Completed,3.4,1.33,3.32,1.37,3.4,1.35,3.25,1.33,3.55,1.38
2,Hong Kong,Hong Kong Tennis Open,2026-01-08,ATP250,Outdoor,Hard,2nd Round,3,Bublik A.,Van De Zandschulp B.,11.0,75.0,2845.0,746.0,6,3,6,3.0,,,,,,,2,0,Completed,1.44,2.75,1.48,2.82,1.5,2.8,1.46,2.65,1.53,2.82
2,Hong Kong,Hong Kong Tennis Open,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Musetti L.,Wong C.,7.0,150.0,3990.0,406.0,6,4,6,4.0,,,,,,,2,0,Completed,1.25,4.0,1.29,4.05,1.29,4.0,1.26,3.71,1.29,4.3
2,Hong Kong,Hong Kong Tennis Open,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Borges N.,16.0,45.0,2510.0,1120.0,6,3,6,4.0,,,,,,,2,0,Completed,1.44,2.75,1.53,2.69,1.5,2.75,1.47,2.62,1.58,2.72
2,Hong Kong,Hong Kong Tennis Open,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Bublik A.,Shang J.,11.0,406.0,2845.0,115.0,6,1,7,6.0,,,,,,,2,0,Completed,1.53,2.5,,,1.58,2.5,1.54,2.42,1.61,2.6
2,Hong Kong,Hong Kong Tennis Open,2026-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Giron M.,Mmoh M.,64.0,285.0,845.0,184.0,6,3,1,0.0,,,,,,,1,0,Retired,1.57,2.38,1.62,2.46,1.62,2.4,1.57,2.35,1.63,2.54
2,Hong Kong,Hong Kong Tennis Open,2026-01-10,ATP250,Outdoor,Hard,Semifinals,3,Musetti L.,Rublev A.,7.0,16.0,3990.0,2510.0,6,7,7,5.0,6,4,,,,,2,1,Completed,1.8,2.0,,,1.91,2.0,1.83,1.95,2.0,1.98
2,Hong Kong,Hong Kong Tennis Open,2026-01-10,ATP250,Outdoor,Hard,Semifinals,3,Bublik A.,Giron M.,11.0,64.0,2845.0,845.0,3,6,6,4.0,6,2,,,,,2,1,Completed,1.29,3.75,,,1.3,3.75,1.28,3.6,1.31,4.1
2,Hong Kong,Hong Kong Tennis Open,2026-01-11,ATP250,Outdoor,Hard,The Final,3,Bublik A.,Musetti L.,11.0,7.0,2845.0,3990.0,7,6,6,3.0,,,,,,,2,0,Completed,1.8,2.0,1.86,2.05,1.87,2.05,1.8,1.98,1.93,2.06
3,Adelaide,Adelaide International,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Opelka R.,Popyrin A.,62.0,49.0,873.0,1000.0,6,3,7,6.0,,,,,,,2,0,Completed,2,1.8,2.07,1.83,2.08,1.85,2.01,1.77,2.12,1.86
3,Adelaide,Adelaide International,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Munar J.,Altmaier D.,38.0,44.0,1295.0,1123.0,6,3,6,0.0,,,,,,,2,0,Completed,1.4,3.0,1.41,3.14,1.44,3.0,1.39,2.9,1.43,3.25
3,Adelaide,Adelaide International,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Vacherot V.,Kecmanovic M.,32.0,59.0,1469.0,910.0,7,6,6,4.0,,,,,,,2,0,Completed,1.73,2.1,1.78,2.15,1.75,2.2,1.72,2.09,1.84,2.16
3,Adelaide,Adelaide International,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,Atmane T.,36.0,64.0,1355.0,862.0,6,3,7,6.0,,,,,,,2,0,Completed,1.3,3.5,1.38,3.3,1.36,3.5,1.33,3.27,1.39,3.5
3,Adelaide,Adelaide International,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Kokkinakis T.,Korda S.,670.0,51.0,50.0,975.0,3,6,6,3.0,7,6,,,,,2,1,Completed,3.5,1.3,3.47,1.35,3.6,1.35,3.37,1.31,3.55,1.38
3,Adelaide,Adelaide International,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Machac T.,Duckworth J.,35.0,86.0,1360.0,694.0,6,3,6,3.0,,,,,,,2,0,Completed,1.62,2.3,1.58,2.53,1.67,2.3,1.62,2.25,1.74,2.32
3,Adelaide,Adelaide International,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Schoolkate T.,115.0,97.0,527.0,641.0,6,4,6,4.0,,,,,,,2,0,Completed,1.62,2.3,1.71,2.25,1.67,2.3,1.63,2.23,1.8,2.22
3,Adelaide,Adelaide International,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Fearnley J.,85.0,77.0,697.0,752.0,6,3,6,4.0,,,,,,,2,0,Completed,1.57,2.38,,,1.68,2.38,1.63,2.23,1.71,2.34
3,Adelaide,Adelaide International,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Shevchenko A.,Dzumhur D.,104.0,66.0,597.0,837.0,4,6,6,4.0,7,5,,,,,2,1,Completed,1.73,2.1,,,1.74,2.25,1.67,2.15,1.74,2.32
3,Adelaide,Adelaide International,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Vavassori A.,Diallo G.,336.0,41.0,147.0,1215.0,6,3,7,6.0,,,,,,,2,0,Completed,3.4,1.33,,,3.5,1.9,3.05,1.42,3.75,1.35
3,Adelaide,Adelaide International,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Quinn E.,55.0,78.0,949.0,733.0,6,4,6,4.0,,,,,,,2,0,Completed,1.8,2.0,1.74,2.21,1.9,2.05,1.79,1.98,1.89,2.06
3,Adelaide,Adelaide International,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Tsitsipas S.,87.0,33.0,693.0,1455.0,7,6,7,6.0,,,,,,,2,0,Completed,3.75,1.29,,,3.75,1.32,3.51,1.29,4.0,1.32
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Munar J.,Cerundolo F.,38.0,20.0,1295.0,2035.0,3,6,7,5.0,6,4,,,,,2,1,Completed,1.67,2.2,,,1.67,2.25,1.65,2.2,1.76,2.28
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Humbert U.,Griekspoor T.,36.0,25.0,1355.0,1565.0,6,4,6,1.0,,,,,,,2,0,Completed,1.53,2.5,,,1.6,2.5,1.53,2.45,1.61,2.58
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Machac T.,Halys Q.,35.0,85.0,1360.0,697.0,6,4,6,2.0,,,,,,,2,0,Completed,1.57,2.38,,,1.67,2.4,1.58,2.32,1.64,2.52
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Opelka R.,21.0,62.0,2000.0,873.0,6,4,6,4.0,,,,,,,2,0,Completed,1.53,2.5,,,1.61,2.5,1.55,2.4,1.59,2.66
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Shevchenko A.,Fucsovics M.,104.0,55.0,597.0,949.0,6,3,7,6.0,,,,,,,2,0,Completed,2.75,1.44,,,2.75,1.53,2.61,1.48,2.62,1.59
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Vukic A.,Vavassori A.,87.0,336.0,693.0,147.0,6,2,7,6.0,,,,,,,2,0,Completed,1.62,2.3,,,1.63,2.5,1.56,2.39,1.66,2.48
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Vacherot V.,Kokkinakis T.,32.0,670.0,1469.0,50.0,,,,,,,,,,,,,Walkover,1.44,2.75,,,1.5,2.88,1.44,2.73,1.46,3.05
3,Adelaide,Adelaide International,2026-01-14,ATP250,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Hijikata R.,15.0,115.0,2585.0,527.0,6,3,6,2.0,,,,,,,2,0,Completed,1.36,3.2,,,1.44,3.2,1.37,3.03,1.43,3.25
3,Adelaide,Adelaide International,2026-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Machac T.,Munar J.,35.0,38.0,1360.0,1295.0,6,4,6,4.0,,,,,,,2,0,Completed,1.73,2.1,,,1.91,2.1,1.77,2.01,1.89,2.1
3,Adelaide,Adelaide International,2026-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Vukic A.,21.0,87.0,2000.0,693.0,6,3,6,2.0,,,,,,,2,0,Completed,1.22,4.33,,,1.29,4.33,1.24,3.97,1.28,4.4
3,Adelaide,Adelaide International,2026-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Humbert U.,Shevchenko A.,36.0,104.0,1355.0,597.0,6,0,6,3.0,,,,,,,2,0,Completed,1.25,4.0,,,1.26,4.2,1.24,3.89,1.29,4.3
3,Adelaide,Adelaide International,2026-01-15,ATP250,Outdoor,Hard,Quarterfinals,3,Davidovich Fokina A.,Vacherot V.,15.0,32.0,2585.0,1469.0,7,6,6,2.0,,,,,,,2,0,Completed,1.53,2.5,,,1.87,2.5,1.55,2.43,1.61,2.6
3,Adelaide,Adelaide International,2026-01-16,ATP250,Outdoor,Hard,Semifinals,3,Machac T.,Paul T.,35.0,21.0,1360.0,2000.0,2,6,6,3.0,6,3,,,,,2,1,Completed,2.38,1.57,,,2.4,1.63,2.31,1.59,2.48,1.65
3,Adelaide,Adelaide International,2026-01-16,ATP250,Outdoor,Hard,Semifinals,3,Humbert U.,Davidovich Fokina A.,36.0,15.0,1355.0,2585.0,6,3,5,7.0,7,6,,,,,2,1,Completed,1.8,2.0,,,1.83,2.05,1.77,2.01,1.85,2.16
3,Adelaide,Adelaide International,2026-01-17,ATP250,Outdoor,Hard,The Final,3,Machac T.,Humbert U.,35.0,36.0,1360.0,1355.0,6,4,6,7.0,6,2,,,,,2,1,Completed,2.2,1.67,,,2.25,1.68,2.2,1.66,2.36,1.72
4,Auckland,ASB Classic,2026-01-11,ATP250,Outdoor,Hard,1st Round,3,Spizzirri E.,Mannarino A.,89.0,69.0,672.0,810.0,6,4,6,3.0,,,,,,,2,0,Completed,1.62,2.3,1.59,2.5,1.62,2.4,1.57,2.33,1.62,2.58
4,Auckland,ASB Classic,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Brooksby J.,Watt J.,48.0,643.0,1017.0,55.0,6,4,6,3.0,,,,,,,2,0,Completed,1.07,9.0,1.08,10.0,1.07,13.0,1.06,8.69,1.09,11.0
4,Auckland,ASB Classic,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Comesana F.,Royer V.,68.0,57.0,829.0,924.0,6,4,6,4.0,,,,,,,2,0,Completed,2.2,1.67,2.21,1.74,2.25,1.75,2.12,1.7,2.2,1.78
4,Auckland,ASB Classic,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Gaston H.,28.0,94.0,1538.0,653.0,6,3,6,4.0,,,,,,,2,0,Completed,1.5,2.63,1.53,2.65,1.53,2.8,1.5,2.55,1.59,2.66
4,Auckland,ASB Classic,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Baez S.,Nava E.,39.0,88.0,1250.0,677.0,4,6,7,5.0,6,3,,,,,2,1,Completed,2,1.8,2.19,1.75,2.1,1.8,2.02,1.76,2.22,1.81
4,Auckland,ASB Classic,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Tabilo A.,Ugo Carabelli C.,81.0,47.0,722.0,1028.0,6,4,6,2.0,,,,,,,2,0,Completed,1.44,2.75,1.47,2.88,1.45,2.8,1.43,2.73,1.46,3.0
4,Auckland,ASB Classic,2026-01-12,ATP250,Outdoor,Hard,1st Round,3,Michelsen A.,Navone M.,37.0,74.0,1350.0,760.0,2,6,6,2.0,7,5,,,,,2,1,Completed,1.3,3.5,1.34,3.55,1.32,3.5,1.3,3.44,1.35,3.7
4,Auckland,ASB Classic,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Mpetshi G.,Bautista Agut R.,63.0,90.0,865.0,670.0,6,3,7,6.0,,,,,,,2,0,Completed,1.44,2.75,1.4,3.19,1.47,3.1,1.4,2.88,1.4,3.4
4,Auckland,ASB Classic,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Giron M.,Muller A.,60.0,50.0,895.0,980.0,6,2,6,2.0,,,,,,,2,0,Completed,1.8,2.0,1.88,2.0,1.8,2.12,1.74,2.05,1.82,2.18
4,Auckland,ASB Classic,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Medjedovic H.,Kovacevic A.,96.0,54.0,643.0,964.0,6,4,3,6.0,7,6,,,,,2,1,Completed,1.44,2.75,1.53,2.67,1.5,2.8,1.46,2.67,1.54,2.8
4,Auckland,ASB Classic,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Marozsan F.,Monfils G.,52.0,110.0,975.0,550.0,5,7,6,3.0,6,4,,,,,2,1,Completed,1.62,2.3,1.67,2.33,1.65,2.38,1.6,2.3,1.64,2.5
4,Auckland,ASB Classic,2026-01-13,ATP250,Outdoor,Hard,1st Round,3,Borges N.,Etcheverry T.,46.0,61.0,1070.0,895.0,7,5,3,6.0,7,6,,,,,2,1,Completed,1.8,2.0,1.88,2.0,1.85,2.0,1.81,1.96,1.87,2.14
