match_id,player,row,pts,pts_won,first_in,aces,svc_winners,rally_winners,rally_forced,unforced,dfs
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Mattia Bellucci,BP,3,1,1,1,0,0,0,1,1
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Tallon Griekspoor,GP,15,10,11,1,1,3,2,3,0
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Mattia Bellucci,GP,11,7,6,2,1,2,0,1,1
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Tallon Griekspoor,Deuce,6,4,2,1,1,0,1,2,0
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Mattia Bellucci,Deuce,10,9,7,1,2,2,1,0,1
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Tallon Griekspoor,STotal,25,18,15,3,2,4,5,5,0
20250404-M-Marrakech-QF-Tallon_Griekspoor-Mattia_Bellucci,Mattia Bellucci,STotal,24,17,14,4,3,4,1,2,3
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Alvaro Guillen Meza,BP,10,7,9,0,2,2,2,1,0
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Juan Carlos Prado Angelo,BP,10,5,8,0,0,1,0,3,1
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Alvaro Guillen Meza,GP,20,9,14,0,4,0,2,6,0
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Juan Carlos Prado Angelo,GP,9,6,4,1,2,1,0,2,0
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Alvaro Guillen Meza,Deuce,14,10,7,2,0,1,2,2,0
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Juan Carlos Prado Angelo,Deuce,6,2,3,0,0,0,1,2,0
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Alvaro Guillen Meza,STotal,44,26,30,2,6,3,6,9,0
20250404-M-Campinas_CH-QF-Alvaro_Guillen_Meza-Juan_Carlos_Prado_Angelo,Juan Carlos Prado Angelo,STotal,25,13,15,1,2,2,1,7,1
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Jesper De Jong,BP,0,0,0,0,0,0,0,0,0
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Elliot Benchetrit,BP,10,7,7,0,2,2,1,2,0
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Jesper De Jong,GP,11,10,5,2,3,2,1,0,1
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Elliot Benchetrit,GP,13,6,8,1,1,3,1,3,2
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Jesper De Jong,Deuce,1,1,0,0,0,0,0,0,0
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Elliot Benchetrit,Deuce,16,10,11,0,1,5,0,5,0
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Jesper De Jong,STotal,12,11,5,2,3,2,1,0,1
20250401-M-Marrakech-R32-Jesper_De_Jong-Elliot_Benchetrit,Elliot Benchetrit,STotal,39,23,26,1,4,10,2,10,2
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Marin Cilic,BP,8,8,4,1,0,0,1,0,0
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Elmer Moller,BP,4,2,2,0,1,0,1,1,1
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Marin Cilic,GP,19,10,12,0,4,3,1,3,1
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Elmer Moller,GP,18,7,13,0,3,1,1,4,2
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Marin Cilic,Deuce,13,8,8,2,2,2,0,3,1
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Elmer Moller,Deuce,14,10,8,1,2,2,3,3,0
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Marin Cilic,STotal,40,26,24,3,6,5,2,6,2
20250330-M-Girona_CH-F-Marin_Cilic-Elmer_Moller,Elmer Moller,STotal,36,19,23,1,6,3,5,8,3
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Jakub Mensik,BP,1,0,0,0,0,0,0,1,0
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Novak Djokovic,BP,3,2,3,0,1,0,1,1,0
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Jakub Mensik,GP,14,11,9,3,3,2,2,0,1
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Novak Djokovic,GP,14,11,11,2,3,2,2,1,0
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Jakub Mensik,Deuce,5,4,4,2,0,2,0,1,0
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Novak Djokovic,Deuce,6,4,5,1,0,1,1,0,0
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Jakub Mensik,STotal,20,15,13,5,3,4,2,2,1
20250329-M-Miami_Masters-F-Jakub_Mensik-Novak_Djokovic,Novak Djokovic,STotal,23,17,19,3,4,3,4,2,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Jesper De Jong,BP,2,0,2,0,0,0,0,1,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Marin Cilic,BP,11,11,5,1,0,7,1,0,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Jesper De Jong,GP,11,8,10,3,1,2,0,0,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Marin Cilic,GP,18,10,15,1,3,2,3,2,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Jesper De Jong,Deuce,3,2,1,0,0,1,1,0,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Marin Cilic,Deuce,17,11,11,0,4,1,4,3,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Jesper De Jong,STotal,16,10,13,3,1,3,1,1,0
20250329-M-Girona_CH-SF-Jesper_De_Jong-Marin_Cilic,Marin Cilic,STotal,46,32,31,2,7,10,8,5,0
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Taylor Fritz,BP,2,2,2,0,0,1,0,0,0
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Jakub Mensik,BP,2,1,2,1,0,0,0,1,0
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Taylor Fritz,GP,27,17,15,3,5,5,1,4,2
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Jakub Mensik,GP,20,16,13,5,4,1,1,0,1
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Taylor Fritz,Deuce,11,11,9,1,3,1,3,0,0
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Jakub Mensik,Deuce,4,4,3,1,2,0,1,0,0
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Taylor Fritz,STotal,40,30,26,4,8,7,4,4,2
20250328-M-Miami_Masters-SF-Taylor_Fritz-Jakub_Mensik,Jakub Mensik,STotal,26,21,18,7,6,1,2,1,1
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Novak Djokovic,BP,2,1,2,1,0,0,0,1,0
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Grigor Dimitrov,BP,6,2,3,0,1,0,1,3,0
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Novak Djokovic,GP,8,8,8,0,2,1,3,0,0
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Grigor Dimitrov,GP,4,4,3,2,1,1,0,0,0
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Novak Djokovic,Deuce,3,3,2,0,1,0,0,0,0
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Grigor Dimitrov,Deuce,3,1,2,0,1,0,0,1,0
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Novak Djokovic,STotal,13,12,12,1,3,1,3,1,0
20250328-M-Miami_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,Grigor Dimitrov,STotal,13,7,8,2,3,1,1,4,0
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Taylor Fritz,BP,5,4,4,1,1,0,0,1,0
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Matteo Berrettini,BP,11,8,6,2,3,1,1,2,0
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Taylor Fritz,GP,21,17,17,7,3,5,2,1,1
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Matteo Berrettini,GP,19,15,17,3,6,4,2,3,0
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Taylor Fritz,Deuce,3,3,3,0,1,0,0,0,0
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Matteo Berrettini,Deuce,17,10,14,1,7,0,1,2,0
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Taylor Fritz,STotal,29,24,24,8,5,5,2,2,1
20250328-M-Miami_Masters-QF-Taylor_Fritz-Matteo_Berrettini,Matteo Berrettini,STotal,47,33,37,6,16,5,4,7,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Novak Djokovic,BP,1,0,1,0,0,0,0,0,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Sebastian Korda,BP,2,0,1,0,0,0,0,1,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Novak Djokovic,GP,10,10,9,2,6,2,0,0,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Sebastian Korda,GP,10,8,4,2,3,1,2,0,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Novak Djokovic,Deuce,2,2,2,0,0,1,1,0,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Sebastian Korda,Deuce,3,2,1,1,1,0,0,1,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Novak Djokovic,STotal,13,12,12,2,6,3,1,0,0
20250327-M-Miami_Masters-QF-Novak_Djokovic-Sebastian_Korda,Sebastian Korda,STotal,15,10,6,3,4,1,2,2,0
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Jakub Mensik,BP,3,2,2,1,1,0,0,1,0
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Arthur Fils,BP,7,3,4,0,2,1,0,2,0
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Jakub Mensik,GP,9,8,6,1,5,1,1,1,0
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Arthur Fils,GP,12,6,10,0,0,4,0,1,1
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Jakub Mensik,Deuce,1,1,1,1,0,0,0,0,0
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Arthur Fils,Deuce,6,3,3,0,0,2,0,2,0
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Jakub Mensik,STotal,13,11,9,3,6,1,1,2,0
20250327-M-Miami_Masters-QF-Jakub_Mensik-Arthur_Fils,Arthur Fils,STotal,25,12,17,0,2,7,0,5,1
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Alexander Zverev,BP,5,2,1,0,0,1,0,2,0
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Arthur Fils,BP,3,1,3,0,0,0,1,1,0
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Alexander Zverev,GP,15,11,11,2,3,0,3,2,0
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Arthur Fils,GP,15,12,11,1,5,3,2,3,0
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Alexander Zverev,Deuce,8,5,5,0,0,0,0,2,0
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Arthur Fils,Deuce,4,4,3,0,1,1,0,0,0
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Alexander Zverev,STotal,28,18,17,2,3,1,3,6,0
20250326-M-Miami_Masters-R16-Alexander_Zverev-Arthur_Fils,Arthur Fils,STotal,22,17,17,1,6,4,3,4,0
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Grigor Dimitrov,BP,5,3,1,0,0,1,0,1,0
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Francisco Cerundolo,BP,13,10,9,1,2,1,3,1,0
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Grigor Dimitrov,GP,22,15,16,2,5,2,1,5,0
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Francisco Cerundolo,GP,17,14,9,2,2,2,2,0,1
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Grigor Dimitrov,Deuce,9,5,6,0,2,0,0,2,0
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Francisco Cerundolo,Deuce,11,3,5,0,1,1,0,4,0
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Grigor Dimitrov,STotal,36,23,23,2,7,3,1,8,0
20250326-M-Miami_Masters-QF-Grigor_Dimitrov-Francisco_Cerundolo,Francisco Cerundolo,STotal,41,27,23,3,5,4,5,5,1
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Novak Djokovic,BP,1,0,0,0,0,0,0,0,1
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Lorenzo Musetti,BP,12,7,7,1,2,0,2,2,2
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Novak Djokovic,GP,13,7,9,0,0,3,3,3,0
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Lorenzo Musetti,GP,5,3,3,0,1,0,0,1,0
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Novak Djokovic,Deuce,4,4,3,1,0,1,2,0,0
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Lorenzo Musetti,Deuce,8,3,8,0,0,1,0,0,0
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Novak Djokovic,STotal,18,11,12,1,0,4,5,3,1
20250325-M-Miami_Masters-R16-Novak_Djokovic-Lorenzo_Musetti,Lorenzo Musetti,STotal,25,13,18,1,3,1,2,3,2
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Taylor Fritz,BP,4,3,1,0,0,1,0,0,0
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Denis Shapovalov,BP,4,1,4,0,1,0,0,3,0
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Taylor Fritz,GP,11,10,7,0,4,2,1,1,0
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Denis Shapovalov,GP,9,7,5,1,2,2,1,2,0
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Taylor Fritz,Deuce,6,4,4,2,0,0,1,0,0
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Denis Shapovalov,Deuce,2,1,0,0,0,0,0,0,1
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Taylor Fritz,STotal,21,17,12,2,4,3,2,1,0
20250324-M-Miami_Masters-R32-Taylor_Fritz-Denis_Shapovalov,Denis Shapovalov,STotal,15,9,9,1,3,2,1,5,1
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Alex De Minaur,BP,8,5,4,0,1,0,2,2,0
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Joao Fonseca,BP,5,1,5,0,1,0,0,4,0
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Alex De Minaur,GP,19,14,8,1,2,5,1,2,2
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Joao Fonseca,GP,19,12,11,1,1,3,3,5,0
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Alex De Minaur,Deuce,12,9,8,0,2,2,4,3,0
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Joao Fonseca,Deuce,10,8,5,1,1,3,2,1,0
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Alex De Minaur,STotal,39,28,20,1,5,7,7,7,2
20250324-M-Miami_Masters-R32-Alex_De_Minaur-Joao_Fonseca,Joao Fonseca,STotal,34,21,21,2,3,6,5,10,0
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Jesper De Jong,BP,7,3,3,1,0,1,0,1,2
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Carlos Taberner,BP,5,2,3,0,1,0,1,1,1
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Jesper De Jong,GP,13,11,11,2,4,3,1,2,0
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Carlos Taberner,GP,19,12,15,2,2,2,1,2,0
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Jesper De Jong,Deuce,2,1,1,0,0,0,1,1,0
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Carlos Taberner,Deuce,12,9,9,0,0,5,2,3,0
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Jesper De Jong,STotal,22,15,15,3,4,4,2,4,2
20250323-M-Murcia_CH-F-Jesper_De_Jong-Carlos_Taberner,Carlos Taberner,STotal,36,23,27,2,3,7,4,6,1
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Gael Monfils,BP,4,1,2,0,1,0,0,1,0
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Jaume Munar,BP,8,5,4,1,0,3,1,0,0
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Gael Monfils,GP,22,15,16,2,7,2,2,2,2
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Jaume Munar,GP,22,15,14,2,2,5,3,1,1
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Gael Monfils,Deuce,13,10,9,2,1,4,3,0,1
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Jaume Munar,Deuce,6,2,5,0,1,0,1,3,0
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Gael Monfils,STotal,39,26,27,4,9,6,5,3,3
20250323-M-Miami_Masters-R32-Gael_Monfils-Jaume_Munar,Jaume Munar,STotal,36,22,23,3,3,8,5,4,1
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Alejandro Tabilo,BP,4,3,4,0,1,0,0,1,0
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Casper Ruud,BP,3,3,2,0,2,0,1,0,0
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Alejandro Tabilo,GP,15,10,12,3,2,3,1,0,0
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Casper Ruud,GP,13,11,9,2,2,4,1,1,0
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Alejandro Tabilo,Deuce,10,6,9,1,0,1,1,1,0
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Casper Ruud,Deuce,3,2,3,0,1,0,0,1,0
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Alejandro Tabilo,STotal,29,19,25,4,3,4,2,2,0
20250323-M-Miami_Masters-R32-Alejandro_Tabilo-Casper_Ruud,Casper Ruud,STotal,19,16,14,2,5,4,2,2,0
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Ugo Humbert,BP,5,2,1,0,0,1,0,0,0
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Joao Fonseca,BP,0,0,0,0,0,0,0,0,0
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Ugo Humbert,GP,12,7,7,2,3,0,1,2,1
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Joao Fonseca,GP,11,9,6,0,4,1,0,1,0
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Ugo Humbert,Deuce,1,0,0,0,0,0,0,1,0
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Joao Fonseca,Deuce,0,0,0,0,0,0,0,0,0
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Ugo Humbert,STotal,18,9,8,2,3,1,1,3,1
20250322-M-Miami_Masters-R64-Ugo_Humbert-Joao_Fonseca,Joao Fonseca,STotal,11,9,6,0,4,1,0,1,0
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Reilly Opelka,BP,2,1,0,0,0,0,0,0,0
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Holger Rune,BP,3,2,2,0,0,1,0,0,0
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Reilly Opelka,GP,17,15,11,7,5,1,2,1,1
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Holger Rune,GP,18,14,15,0,7,0,2,1,1
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Reilly Opelka,Deuce,7,5,4,1,1,3,0,2,0
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Holger Rune,Deuce,10,9,3,1,2,1,0,0,0
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Reilly Opelka,STotal,26,21,15,8,6,4,2,3,1
20250322-M-Miami_Masters-R64-Reilly_Opelka-Holger_Rune,Holger Rune,STotal,31,25,20,1,9,2,2,1,1
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Matteo Arnaldi,BP,5,2,3,1,1,0,0,2,1
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Tomas Machac,BP,6,4,4,0,2,0,0,2,0
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Matteo Arnaldi,GP,16,9,10,1,3,1,0,0,1
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Tomas Machac,GP,13,10,9,1,4,1,2,1,2
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Matteo Arnaldi,Deuce,9,7,8,1,1,4,0,2,0
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Tomas Machac,Deuce,11,7,8,2,1,2,1,3,1
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Matteo Arnaldi,STotal,30,18,21,3,5,5,0,4,2
20250322-M-Miami_Masters-R64-Matteo_Arnaldi-Tomas_Machac,Tomas Machac,STotal,30,21,21,3,7,3,3,6,3
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Ben Shelton,BP,3,2,3,0,0,2,0,1,0
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Coleman Wong,BP,8,5,4,1,0,1,2,1,0
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Ben Shelton,GP,21,15,13,6,2,2,2,2,1
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Coleman Wong,GP,23,13,12,2,2,4,1,5,0
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Ben Shelton,Deuce,8,5,6,2,2,0,0,2,0
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Coleman Wong,Deuce,8,7,6,2,2,0,2,1,0
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Ben Shelton,STotal,32,22,22,8,4,4,2,5,1
20250322-M-Miami_Masters-R64-Ben_Shelton-Coleman_Wong,Coleman Wong,STotal,39,25,22,5,4,5,5,7,0
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Novak Djokovic,BP,2,2,1,0,0,2,0,0,0
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Rinky Hijikata,BP,10,7,7,0,0,4,2,1,1
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Novak Djokovic,GP,10,9,9,1,4,0,1,1,0
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Rinky Hijikata,GP,8,6,5,0,2,2,1,1,0
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Novak Djokovic,Deuce,2,2,2,1,0,0,1,0,0
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Rinky Hijikata,Deuce,8,3,6,0,2,1,0,1,0
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Novak Djokovic,STotal,14,13,12,2,4,2,2,1,0
20250321-M-Miami_Masters-R64-Novak_Djokovic-Rinky_Hijikata,Rinky Hijikata,STotal,26,16,18,0,4,7,3,3,1
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Jaume Munar,BP,2,2,2,0,1,1,0,0,0
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Daniil Medvedev,BP,11,8,6,0,3,2,1,2,0
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Jaume Munar,GP,11,9,6,0,3,0,4,1,0
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Daniil Medvedev,GP,6,5,4,1,1,1,2,1,0
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Jaume Munar,Deuce,7,7,3,0,1,1,2,0,0
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Daniil Medvedev,Deuce,6,5,4,0,0,4,1,0,1
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Jaume Munar,STotal,20,18,11,0,5,2,6,1,0
20250321-M-Miami_Masters-R64-Jaume_Munar-Daniil_Medvedev,Daniil Medvedev,STotal,23,18,14,1,4,7,4,3,1
20250321-M-Miami_Masters-R64-Grigor_Dimitrov-Federico_Cina,Grigor Dimitrov,BP,2,2,1,1,1,0,0,0,0
20250321-M-Miami_Masters-R64-Grigor_Dimitrov-Federico_Cina,Federico Cina,BP,7,4,4,0,0,1,1,2,0
20250321-M-Miami_Masters-R64-Grigor_Dimitrov-Federico_Cina,Grigor Dimitrov,GP,13,9,7,1,3,1,0,1,0
20250321-M-Miami_Masters-R64-Grigor_Dimitrov-Federico_Cina,Federico Cina,GP,5,5,5,2,0,2,1,0,0
