match_id,player,row,net_pts,pts_won,net_winner,induced_forced,net_unforced,passed_at_net,passing_shot_induced_forced,total_shots
20250530-M-Roland_Garros-R32-Lorenzo_Musetti-Mariano_Navone,Mariano Navone,NetPoints,38,21,12,8,8,8,0,238
20250530-M-Roland_Garros-R32-Lorenzo_Musetti-Mariano_Navone,Mariano Navone,Approach,27,16,9,7,8,3,0,160
20250530-M-Roland_Garros-R32-Lorenzo_Musetti-Mariano_Navone,Mariano Navone,NetPointsRallies,30,16,10,5,5,8,0,215
20250530-M-Roland_Garros-R32-Lorenzo_Musetti-Mariano_Navone,Mariano Navone,ApproachRallies,19,11,7,4,5,3,0,137
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Tallon Griekspoor,NetPoints,29,23,14,5,1,2,2,134
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Tallon Griekspoor,Approach,20,15,9,2,0,2,2,93
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Tallon Griekspoor,NetPointsRallies,21,18,13,5,1,1,1,115
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Tallon Griekspoor,ApproachRallies,12,10,8,2,0,1,1,74
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Gabriel Diallo,NetPoints,47,35,22,3,1,6,2,190
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Gabriel Diallo,Approach,36,27,16,3,1,3,2,123
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Gabriel Diallo,NetPointsRallies,25,17,13,2,1,5,2,132
20250529-M-Roland_Garros-R64-Tallon_Griekspoor-Gabriel_Diallo,Gabriel Diallo,ApproachRallies,14,9,7,2,1,2,2,65
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Jannik Sinner,NetPoints,13,10,6,3,0,0,1,95
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Jannik Sinner,Approach,4,4,1,3,0,0,0,32
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Jannik Sinner,NetPointsRallies,13,10,6,3,0,0,1,95
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Jannik Sinner,ApproachRallies,4,4,1,3,0,0,0,32
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Richard Gasquet,NetPoints,27,20,10,7,2,4,0,139
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Richard Gasquet,Approach,20,16,7,6,2,1,0,91
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Richard Gasquet,NetPointsRallies,17,11,8,3,2,4,0,110
20250529-M-Roland_Garros-R64-Jannik_Sinner-Richard_Gasquet,Richard Gasquet,ApproachRallies,10,7,5,2,2,1,0,62
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Arthur Fils,NetPoints,67,42,28,10,7,13,3,508
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Arthur Fils,Approach,41,30,20,7,4,5,0,276
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Arthur Fils,NetPointsRallies,64,40,27,10,7,12,3,500
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Arthur Fils,ApproachRallies,38,28,19,7,4,4,0,268
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Jaume Munar,NetPoints,32,24,16,6,0,6,2,224
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Jaume Munar,Approach,9,9,4,4,0,0,0,49
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Jaume Munar,NetPointsRallies,31,23,15,6,0,6,2,221
20250529-M-Roland_Garros-R64-Arthur_Fils-Jaume_Munar,Jaume Munar,ApproachRallies,8,8,3,4,0,0,0,46
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alexander Bublik,NetPoints,44,29,14,10,2,9,2,269
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alexander Bublik,Approach,28,15,8,4,2,7,2,146
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alexander Bublik,NetPointsRallies,29,22,11,9,1,4,2,212
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alexander Bublik,ApproachRallies,13,8,5,3,1,2,2,89
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alex De Minaur,NetPoints,56,40,27,13,5,7,3,312
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alex De Minaur,Approach,23,16,10,6,5,0,1,110
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alex De Minaur,NetPointsRallies,56,40,27,13,5,7,3,312
20250529-M-Roland_Garros-R64-Alexander_Bublik-Alex_De_Minaur,Alex De Minaur,ApproachRallies,23,16,10,6,5,0,1,110
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Stefanos Tsitsipas,NetPoints,38,30,15,15,3,3,2,266
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Stefanos Tsitsipas,Approach,28,24,10,14,1,2,1,188
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Stefanos Tsitsipas,NetPointsRallies,36,28,15,13,3,3,2,260
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Stefanos Tsitsipas,ApproachRallies,26,22,10,12,1,2,1,182
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Matteo Gigante,NetPoints,19,12,9,2,3,2,1,167
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Matteo Gigante,Approach,6,6,4,1,0,0,0,44
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Matteo Gigante,NetPointsRallies,19,12,9,2,3,2,1,167
20250528-M-Roland_Garros-R64-Stefanos_Tsitsipas-Matteo_Gigante,Matteo Gigante,ApproachRallies,6,6,4,1,0,0,0,44
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,NetPoints,37,21,8,13,2,9,5,203
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,Approach,27,14,4,10,1,7,5,151
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,NetPointsRallies,35,20,7,13,2,9,4,190
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,ApproachRallies,25,13,3,10,1,7,4,138
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,NetPoints,33,25,15,10,3,2,0,198
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,Approach,23,18,10,8,3,1,0,133
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,NetPointsRallies,27,22,12,10,1,2,0,171
20250528-M-Roland_Garros-R64-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,ApproachRallies,17,15,7,8,1,1,0,106
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Daniel Elahi Galan,NetPoints,34,21,8,11,2,8,1,240
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Daniel Elahi Galan,Approach,23,16,5,9,2,4,0,148
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Daniel Elahi Galan,NetPointsRallies,29,17,7,10,2,7,1,228
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Daniel Elahi Galan,ApproachRallies,18,12,4,8,2,3,0,136
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Lorenzo Musetti,NetPoints,23,20,12,7,2,0,1,179
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Lorenzo Musetti,Approach,17,14,8,6,2,0,1,109
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Lorenzo Musetti,NetPointsRallies,19,17,10,6,2,0,0,164
20250528-M-Roland_Garros-R64-Daniel_Elahi_Galan-Lorenzo_Musetti,Lorenzo Musetti,ApproachRallies,13,11,6,5,2,0,0,94
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Novak Djokovic,NetPoints,26,19,10,5,3,1,2,196
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Novak Djokovic,Approach,12,8,4,4,2,0,1,81
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Novak Djokovic,NetPointsRallies,26,19,10,5,3,1,2,196
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Novak Djokovic,ApproachRallies,12,8,4,4,2,0,1,81
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Mackenzie Mcdonald,NetPoints,23,12,6,5,4,2,1,170
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Mackenzie Mcdonald,Approach,13,8,3,5,1,2,1,69
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Mackenzie Mcdonald,NetPointsRallies,22,12,6,5,4,2,1,168
20250527-M-Roland_Garros-R128-Novak_Djokovic-Mackenzie_Mcdonald,Mackenzie Mcdonald,ApproachRallies,12,8,3,5,1,2,1,67
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Matteo Arnaldi,NetPoints,38,26,15,10,3,7,1,231
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Matteo Arnaldi,Approach,31,21,11,10,3,5,1,175
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Matteo Arnaldi,NetPointsRallies,31,20,12,7,3,7,1,211
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Matteo Arnaldi,ApproachRallies,24,15,8,7,3,5,1,155
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Felix Auger Aliassime,NetPoints,50,32,18,11,6,9,1,302
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Felix Auger Aliassime,Approach,32,23,14,8,5,1,1,176
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Felix Auger Aliassime,NetPointsRallies,43,27,14,11,4,9,1,283
20250527-M-Roland_Garros-R128-Matteo_Arnaldi-Felix_Auger_Aliassime,Felix Auger Aliassime,ApproachRallies,25,18,10,8,3,1,1,157
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Hubert Hurkacz,NetPoints,24,15,13,2,3,3,2,128
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Hubert Hurkacz,Approach,17,9,7,2,3,3,1,94
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Hubert Hurkacz,NetPointsRallies,22,15,13,2,3,1,2,120
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Hubert Hurkacz,ApproachRallies,15,9,7,2,3,1,1,86
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Joao Fonseca,NetPoints,25,19,11,7,1,5,0,154
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Joao Fonseca,Approach,19,15,7,7,1,3,0,121
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Joao Fonseca,NetPointsRallies,25,19,11,7,1,5,0,154
20250527-M-Roland_Garros-R128-Hubert_Hurkacz-Joao_Fonseca,Joao Fonseca,ApproachRallies,19,15,7,7,1,3,0,121
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Cameron Norrie,NetPoints,43,32,19,12,3,8,0,371
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Cameron Norrie,Approach,24,21,10,10,2,1,0,195
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Cameron Norrie,NetPointsRallies,43,32,19,12,3,8,0,371
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Cameron Norrie,ApproachRallies,24,21,10,10,2,1,0,195
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Daniil Medvedev,NetPoints,40,28,16,10,3,5,3,281
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Daniil Medvedev,Approach,22,14,7,7,3,2,3,130
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Daniil Medvedev,NetPointsRallies,37,26,14,10,2,5,3,273
20250527-M-Roland_Garros-R128-Cameron_Norrie-Daniil_Medvedev,Daniil Medvedev,ApproachRallies,19,12,5,7,2,2,3,122
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Ugo Blanchet,NetPoints,46,29,16,9,3,11,2,266
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Ugo Blanchet,Approach,30,19,10,7,2,7,2,181
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Ugo Blanchet,NetPointsRallies,43,27,14,9,2,11,2,258
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Ugo Blanchet,ApproachRallies,27,17,8,7,1,7,2,173
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Hugo Gaston,NetPoints,32,20,15,5,4,7,1,187
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Hugo Gaston,Approach,22,14,10,4,3,5,0,128
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Hugo Gaston,NetPointsRallies,31,20,15,5,4,6,1,183
20250526-M-Roland_Garros-R128-Ugo_Blanchet-Hugo_Gaston,Hugo Gaston,ApproachRallies,21,14,10,4,3,4,0,124
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Terence Atmane,NetPoints,52,29,19,7,7,7,7,289
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Terence Atmane,Approach,47,26,16,7,7,5,7,265
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Terence Atmane,NetPointsRallies,49,27,19,7,7,6,7,283
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Terence Atmane,ApproachRallies,44,24,16,7,7,4,7,259
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Richard Gasquet,NetPoints,21,18,11,6,2,0,0,114
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Richard Gasquet,Approach,10,8,3,4,1,0,0,39
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Richard Gasquet,NetPointsRallies,16,15,9,6,1,0,0,103
20250526-M-Roland_Garros-R128-Terence_Atmane-Richard_Gasquet,Richard Gasquet,ApproachRallies,5,5,1,4,0,0,0,28
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Taylor Fritz,NetPoints,21,15,8,5,2,4,0,143
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Taylor Fritz,Approach,16,13,7,5,1,2,0,116
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Taylor Fritz,NetPointsRallies,20,14,7,5,2,4,0,140
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Taylor Fritz,ApproachRallies,15,12,6,5,1,2,0,113
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Daniel Altmaier,NetPoints,21,17,13,4,1,2,0,159
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Daniel Altmaier,Approach,18,14,11,3,1,2,0,140
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Daniel Altmaier,NetPointsRallies,20,16,12,4,1,2,0,156
20250526-M-Roland_Garros-R128-Taylor_Fritz-Daniel_Altmaier,Daniel Altmaier,ApproachRallies,17,13,10,3,1,2,0,137
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Stefanos Tsitsipas,NetPoints,12,12,7,5,0,0,0,64
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Stefanos Tsitsipas,Approach,10,10,6,4,0,0,0,53
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Stefanos Tsitsipas,NetPointsRallies,11,11,6,5,0,0,0,61
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Stefanos Tsitsipas,ApproachRallies,9,9,5,4,0,0,0,50
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,NetPoints,19,12,7,5,2,5,0,136
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,Approach,12,10,6,4,1,1,0,81
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,NetPointsRallies,17,11,6,5,2,4,0,127
20250526-M-Roland_Garros-R128-Stefanos_Tsitsipas-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,ApproachRallies,10,9,5,4,1,0,0,72
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Roberto Bautista Agut,NetPoints,23,17,13,2,2,2,1,196
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Roberto Bautista Agut,Approach,10,6,3,1,1,2,0,87
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Roberto Bautista Agut,NetPointsRallies,23,17,13,2,2,2,1,196
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Roberto Bautista Agut,ApproachRallies,10,6,3,1,1,2,0,87
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Holger Rune,NetPoints,44,34,25,6,2,3,1,231
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Holger Rune,Approach,34,27,18,6,2,2,0,152
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Holger Rune,NetPointsRallies,32,24,18,6,2,3,1,199
20250526-M-Roland_Garros-R128-Roberto_Bautista_Agut-Holger_Rune,Holger Rune,ApproachRallies,22,17,11,6,2,2,0,120
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Jannik Sinner,NetPoints,15,10,9,0,1,2,2,79
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Jannik Sinner,Approach,9,5,4,0,1,2,1,50
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Jannik Sinner,NetPointsRallies,14,10,9,0,1,2,1,75
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Jannik Sinner,ApproachRallies,8,5,4,0,1,2,0,46
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Arthur Rinderknech,NetPoints,33,20,11,6,4,5,3,157
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Arthur Rinderknech,Approach,29,17,9,5,4,4,3,119
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Arthur Rinderknech,NetPointsRallies,23,12,7,5,4,5,2,133
20250526-M-Roland_Garros-R128-Jannik_Sinner-Arthur_Rinderknech,Arthur Rinderknech,ApproachRallies,19,9,5,4,4,4,2,95
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Casper Ruud,NetPoints,13,8,6,2,3,2,0,93
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Casper Ruud,Approach,10,7,5,2,3,0,0,77
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Casper Ruud,NetPointsRallies,13,8,6,2,3,2,0,93
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Casper Ruud,ApproachRallies,10,7,5,2,3,0,0,77
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Albert Ramos,NetPoints,11,6,5,1,3,2,0,76
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Albert Ramos,Approach,8,4,3,1,2,2,0,53
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Albert Ramos,NetPointsRallies,11,6,5,1,3,2,0,76
20250526-M-Roland_Garros-R128-Casper_Ruud-Albert_Ramos,Albert Ramos,ApproachRallies,8,4,3,1,2,2,0,53
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Carlos Alcaraz,NetPoints,26,21,11,6,0,2,0,140
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Carlos Alcaraz,Approach,20,16,9,4,0,2,0,97
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Carlos Alcaraz,NetPointsRallies,18,15,7,6,0,2,0,122
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Carlos Alcaraz,ApproachRallies,12,10,5,4,0,2,0,79
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Giulio Zeppieri,NetPoints,23,15,9,6,2,3,1,139
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Giulio Zeppieri,Approach,18,14,8,6,2,1,0,105
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Giulio Zeppieri,NetPointsRallies,18,12,7,5,1,3,1,126
20250526-M-Roland_Garros-R128-Carlos_Alcaraz-Giulio_Zeppieri,Giulio Zeppieri,ApproachRallies,13,11,6,5,1,1,0,92
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Arthur Fils,NetPoints,20,14,11,2,1,5,0,143
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Arthur Fils,Approach,5,4,3,1,0,1,0,32
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Arthur Fils,NetPointsRallies,20,14,11,2,1,5,0,143
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Arthur Fils,ApproachRallies,5,4,3,1,0,1,0,32
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Nicolas Jarry,NetPoints,45,25,18,4,9,7,3,222
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Nicolas Jarry,Approach,37,21,15,4,7,6,2,179
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Nicolas Jarry,NetPointsRallies,26,14,9,3,5,5,2,161
20250526-M-Roland_Garros-R128-Arthur_Fils-Nicolas_Jarry,Nicolas Jarry,ApproachRallies,18,10,6,3,3,4,1,118
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Alejandro Tabilo,NetPoints,34,23,13,9,3,7,1,194
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Alejandro Tabilo,Approach,27,20,11,8,2,4,1,150
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Alejandro Tabilo,NetPointsRallies,28,17,8,9,3,7,1,172
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Alejandro Tabilo,ApproachRallies,21,14,6,8,2,4,1,128
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Arthur Cazaux,NetPoints,28,17,12,4,7,4,0,195
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Arthur Cazaux,Approach,23,13,9,3,7,3,0,139
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Arthur Cazaux,NetPointsRallies,25,16,11,4,5,4,0,188
20250526-M-Roland_Garros-R128-Alejandro_Tabilo-Arthur_Cazaux,Arthur Cazaux,ApproachRallies,20,12,8,3,5,3,0,132
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Yannick Hanfmann,NetPoints,35,20,9,11,3,8,1,179
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Yannick Hanfmann,Approach,31,17,6,11,3,7,1,156
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Yannick Hanfmann,NetPointsRallies,28,19,8,11,3,5,1,154
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Yannick Hanfmann,ApproachRallies,24,16,5,11,3,4,1,131
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Lorenzo Musetti,NetPoints,23,13,8,4,3,5,2,142
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Lorenzo Musetti,Approach,7,6,4,2,0,1,0,43
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Lorenzo Musetti,NetPointsRallies,23,13,8,4,3,5,2,142
20250525-M-Roland_Garros-R128-Yannick_Hanfmann-Lorenzo_Musetti,Lorenzo Musetti,ApproachRallies,7,6,4,2,0,1,0,43
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Valentin Royer,NetPoints,52,38,21,15,5,6,3,345
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Valentin Royer,Approach,41,33,16,15,3,4,1,272
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Valentin Royer,NetPointsRallies,52,38,21,15,5,6,3,345
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Valentin Royer,ApproachRallies,41,33,16,15,3,4,1,272
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Daniel Elahi Galan,NetPoints,34,23,13,9,4,5,1,206
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Daniel Elahi Galan,Approach,24,16,8,7,4,2,1,133
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Daniel Elahi Galan,NetPointsRallies,28,21,13,8,2,5,0,190
20250525-M-Roland_Garros-R128-Valentin_Royer-Daniel_Elahi_Galan,Daniel Elahi Galan,ApproachRallies,18,14,8,6,2,2,0,117
20250525-M-Roland_Garros-R128-Tommy_Paul-Elmer_Moller,Tommy Paul,NetPoints,26,18,10,8,3,4,1,139
20250525-M-Roland_Garros-R128-Tommy_Paul-Elmer_Moller,Tommy Paul,Approach,21,15,7,8,3,2,1,109
20250525-M-Roland_Garros-R128-Tommy_Paul-Elmer_Moller,Tommy Paul,NetPointsRallies,20,15,8,7,0,4,1,124
20250525-M-Roland_Garros-R128-Tommy_Paul-Elmer_Moller,Tommy Paul,ApproachRallies,15,12,5,7,0,2,1,94
20250525-M-Roland_Garros-R128-Tommy_Paul-Elmer_Moller,Elmer Moller,NetPoints,14,12,5,5,1,1,0,116
