match_id,player,row,returnable,shallow,deep,very_deep,unforced,err_net,err_deep,err_wide,err_wide_deep
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Total,48,15,28,9,5,1,3,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,v1st,30,9,19,8,2,0,1,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,v2nd,18,6,9,1,3,1,2,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,fh,10,3,7,2,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,bh,38,12,21,7,5,1,3,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,gs,47,15,27,8,5,1,3,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,sl,1,0,1,1,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,D,26,10,13,5,3,1,1,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,A,22,5,15,4,2,0,2,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,4,18,3,13,5,2,0,2,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,5,9,2,7,1,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,6,21,10,8,3,3,1,1,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,4D,6,1,5,2,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,4A,12,2,8,3,2,0,2,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,5D,2,1,1,0,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,5A,7,1,6,1,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,6D,18,8,7,3,3,1,1,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,6A,3,2,1,0,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Total,43,7,33,10,2,1,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,v1st,34,4,28,9,1,1,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,v2nd,9,3,5,1,1,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,fh,32,6,23,6,2,1,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,bh,11,1,10,4,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,gs,39,6,31,10,2,1,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,sl,4,1,2,0,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,D,20,2,16,5,1,1,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,A,23,5,17,5,1,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,4,16,1,12,3,2,1,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,5,8,3,5,0,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,6,19,3,16,7,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,4D,10,1,7,1,1,1,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,4A,6,0,5,2,1,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,5D,2,0,2,0,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,5A,6,3,3,0,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,6D,8,1,7,4,0,0,0,0,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,6A,11,2,9,3,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Total,85,18,63,19,4,2,0,1,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,v1st,52,13,39,10,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,v2nd,33,5,24,9,4,2,0,1,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,fh,31,8,23,8,1,1,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,bh,54,10,40,11,3,1,0,1,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,gs,82,18,61,18,4,2,0,1,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,sl,3,0,2,1,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,D,39,9,29,8,1,1,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,A,46,9,34,11,3,1,0,1,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,4,31,9,22,5,1,1,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,5,21,2,17,5,2,1,0,0,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,6,33,7,24,9,1,0,0,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,4D,17,4,13,3,1,1,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,4A,14,5,9,2,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,5D,5,2,3,1,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,5A,16,0,14,4,2,1,0,0,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,6D,17,3,13,4,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,6A,16,4,11,5,1,0,0,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Total,79,22,55,20,3,1,1,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,v1st,57,20,35,14,3,1,1,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,v2nd,22,2,20,6,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,fh,44,17,26,10,1,1,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,bh,35,5,29,10,2,0,1,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,gs,74,19,53,19,3,1,1,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,sl,5,3,2,1,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,D,41,14,26,11,1,1,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,A,38,8,29,9,2,0,1,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,4,32,12,18,7,3,1,1,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,5,12,3,9,3,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,6,35,7,28,10,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,4D,22,10,11,4,1,1,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,4A,10,2,7,3,2,0,1,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,5D,3,2,1,1,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,5A,9,1,8,2,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,6D,16,2,14,6,0,0,0,0,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,6A,19,5,14,4,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Total,40,10,29,11,1,0,1,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,v1st,23,4,19,7,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,v2nd,17,6,10,4,1,0,1,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,fh,20,5,16,6,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,bh,20,5,13,5,1,0,1,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,gs,33,9,24,9,1,0,1,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,sl,7,1,5,2,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,D,19,3,15,6,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,A,21,7,14,5,1,0,1,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,4,17,5,11,4,1,0,1,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,5,8,1,7,3,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,6,15,4,11,4,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,4D,7,1,6,3,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,4A,10,4,5,1,1,0,1,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,5D,4,0,4,1,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,5A,4,1,3,2,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,6D,8,2,5,2,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,6A,7,2,6,2,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Total,45,10,28,11,5,0,4,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,v1st,32,8,22,7,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,v2nd,13,2,6,4,5,0,4,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,fh,21,6,14,3,1,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,bh,23,3,14,8,4,0,4,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,gs,38,7,26,10,5,0,4,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,sl,6,2,2,1,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,D,22,5,14,6,1,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,A,23,5,14,5,4,0,4,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,4,17,4,11,5,2,0,2,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,5,5,2,1,1,2,0,2,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,6,23,4,16,5,1,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,4D,9,3,6,2,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,4A,8,1,5,3,2,0,2,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,5D,1,1,0,0,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,5A,4,1,1,1,2,0,2,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,6D,12,1,8,4,1,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,6A,11,3,8,1,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Total,66,16,47,11,3,2,1,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,v1st,48,15,32,7,1,0,1,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,v2nd,18,1,15,4,2,2,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,fh,34,12,21,4,1,0,1,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,bh,32,4,26,7,2,2,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,gs,61,15,43,10,3,2,1,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,sl,5,1,4,1,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,D,36,7,27,5,2,1,1,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,A,30,9,20,6,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,4,29,4,24,7,1,0,1,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,5,7,1,5,0,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,6,30,11,18,4,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,4D,18,3,14,3,1,0,1,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,4A,11,1,10,4,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,5D,3,1,2,0,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,5A,4,0,3,0,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,6D,15,3,11,2,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,6A,15,8,7,2,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Total,85,10,74,30,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,v1st,59,9,50,24,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,v2nd,26,1,24,6,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,fh,43,6,37,20,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,bh,42,4,37,10,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,gs,70,8,61,25,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,sl,15,2,13,5,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,D,42,7,34,12,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,A,43,3,40,18,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,4,22,3,19,8,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,5,12,0,12,4,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,6,51,7,43,18,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,4D,15,3,12,6,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,4A,7,0,7,2,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,5D,2,0,2,1,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,5A,10,0,10,3,0,0,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,6D,25,4,20,5,1,1,0,0,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,6A,26,3,23,13,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Total,35,4,30,12,2,1,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,v1st,26,3,23,9,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,v2nd,9,1,7,3,2,1,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,fh,13,1,12,6,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,bh,22,3,18,6,2,1,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,gs,35,4,30,12,2,1,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,D,17,1,16,5,1,0,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,A,18,3,14,7,1,1,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,4,14,0,14,5,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,5,5,1,4,3,1,0,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,6,16,3,12,4,1,1,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,4D,9,0,9,2,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,4A,5,0,5,3,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,5D,2,0,2,2,1,0,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,5A,3,1,2,1,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,6D,6,1,5,1,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,6A,10,2,7,3,1,1,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,Total,51,5,42,13,4,1,3,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,v1st,31,3,27,9,1,0,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,v2nd,20,2,15,4,3,1,2,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,fh,32,3,26,6,3,1,2,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,bh,19,2,16,7,1,0,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,gs,51,5,42,13,4,1,3,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,D,28,4,23,8,1,0,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,A,23,1,19,5,3,1,2,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,4,11,2,9,3,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,5,28,3,21,6,4,1,3,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,6,12,0,12,4,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,4D,6,2,4,1,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,4A,5,0,5,2,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,5D,17,2,14,5,1,0,1,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,5A,11,1,7,1,3,1,2,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,6D,5,0,5,2,0,0,0,0,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,6A,7,0,7,2,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,Total,39,11,26,7,5,1,2,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,v1st,26,8,18,4,3,1,0,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,v2nd,13,3,8,3,2,0,2,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,fh,24,6,18,4,3,1,0,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,bh,15,5,8,3,2,0,2,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,gs,38,11,25,7,5,1,2,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,sl,1,0,1,0,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,D,17,1,15,6,4,1,1,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,A,22,10,11,1,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,4,17,4,12,3,3,1,1,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,5,4,1,3,2,1,0,0,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,6,18,6,11,2,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,4D,10,1,9,3,2,1,0,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,4A,7,3,3,0,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,5D,2,0,2,1,1,0,0,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,5A,2,1,1,1,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,6D,5,0,4,2,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,6A,13,6,7,0,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,Total,26,8,17,6,4,1,2,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,v1st,12,4,11,4,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,v2nd,14,4,6,2,4,1,2,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,fh,9,2,10,4,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,bh,17,6,7,2,4,1,2,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,gs,26,8,17,6,4,1,2,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,sl,0,0,0,0,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,D,13,4,9,1,2,1,0,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,A,13,4,8,5,2,0,2,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,4,8,2,7,2,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,5,5,1,3,2,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,6,13,5,7,2,2,1,0,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,4D,3,1,4,0,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,4A,5,1,3,2,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,5D,1,0,1,1,0,0,0,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,5A,4,1,2,1,1,0,1,0,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,6D,9,3,4,0,2,1,0,1,0
