match_id,player,row,shots,pt_ending,winners,induced_forced,unforced,serve_return,shots_in_pts_won,shots_in_pts_lost
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Total,225,48,18,12,18,48,132,93
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Fside,102,20,9,7,4,10,69,33
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Bside,123,28,9,5,14,38,63,60
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Fgs,89,13,4,6,3,10,59,30
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Bgs,118,26,7,5,14,38,59,59
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Base,214,40,11,11,18,48,122,92
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Net,11,8,7,1,0,0,10,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Gs,190,38,10,11,17,47,109,81
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Sl,17,1,1,0,0,1,9,8
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Dr,4,1,0,0,1,0,2,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Lo,3,0,0,0,0,0,2,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Vo,4,2,2,0,0,0,3,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Ov,2,1,1,0,0,0,2,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Sw,5,5,4,1,0,0,5,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,F,78,12,3,6,3,10,52,26
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,B,112,26,7,5,14,37,57,55
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,R,11,1,1,0,0,0,7,4
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,S,6,0,0,0,0,1,2,4
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,U,3,1,0,0,1,0,1,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Y,1,0,0,0,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,L,2,0,0,0,0,0,1,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,M,1,0,0,0,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,V,3,2,2,0,0,0,3,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,Z,1,0,0,0,0,0,0,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,O,2,1,1,0,0,0,2,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,J,3,3,2,1,0,0,3,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,K,2,2,2,0,0,0,2,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Total,220,43,11,10,22,43,90,130
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Fside,108,26,9,5,12,32,45,63
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Bside,112,17,2,5,10,11,45,67
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Fgs,104,23,9,4,10,32,44,60
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Bgs,111,17,2,5,10,11,45,66
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Base,216,41,11,10,20,43,90,126
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Net,4,2,0,0,2,0,0,4
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Gs,196,40,11,9,20,39,86,110
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Sl,19,0,0,0,0,4,3,16
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Dr,1,1,0,1,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Ov,2,1,0,0,1,0,0,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Hv,1,0,0,0,0,0,0,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,Sw,1,1,0,0,1,0,0,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,F,94,23,9,4,10,28,43,51
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,B,102,17,2,5,10,11,43,59
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,R,10,0,0,0,0,4,1,9
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,S,9,0,0,0,0,0,2,7
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,U,1,1,0,1,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,O,2,1,0,0,1,0,0,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,I,1,0,0,0,0,0,0,1
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,J,1,1,0,0,1,0,0,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Total,480,79,24,19,36,85,242,238
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Fside,233,36,11,8,17,31,124,109
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Bside,247,43,13,11,19,54,118,129
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Fgs,212,25,2,8,15,31,109,103
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Bgs,231,32,7,9,16,54,107,124
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Base,455,62,10,19,33,85,223,232
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Net,25,17,14,0,3,0,19,6
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Gs,409,53,9,15,29,82,201,208
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Sl,34,4,0,2,2,3,15,19
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Dr,6,4,0,2,2,0,4,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Lo,6,1,1,0,0,0,3,3
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Vo,12,8,7,0,1,0,10,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Ov,8,6,5,0,1,0,6,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Hv,1,0,0,0,0,0,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Sw,4,3,2,0,1,0,2,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,F,197,22,2,6,14,31,102,95
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,B,212,31,7,9,15,51,99,113
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,R,15,3,0,2,1,0,7,8
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,S,19,1,0,0,1,3,8,11
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Y,6,4,0,2,2,0,4,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,L,4,1,1,0,0,0,3,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,M,2,0,0,0,0,0,0,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,V,5,2,2,0,0,0,4,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,Z,7,6,5,0,1,0,6,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,O,8,6,5,0,1,0,6,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,H,1,0,0,0,0,0,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,J,3,2,1,0,1,0,1,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,K,1,1,1,0,0,0,1,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Total,480,85,28,14,43,79,240,240
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Fside,251,41,12,9,20,44,127,124
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Bside,229,44,16,5,23,35,113,116
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Fgs,228,30,5,7,18,44,114,114
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Bgs,204,33,9,4,20,35,100,104
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Base,460,69,17,12,40,79,226,234
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Net,20,16,11,2,3,0,14,6
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Gs,391,62,14,10,38,74,196,195
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Sl,41,1,0,1,0,5,18,23
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Dr,17,5,2,1,2,0,7,10
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Lo,11,1,1,0,0,0,5,6
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Vo,9,7,5,1,1,0,7,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Ov,3,1,1,0,0,0,1,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Sw,8,8,5,1,2,0,6,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,F,202,29,5,6,18,39,105,97
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,B,189,33,9,4,20,35,91,98
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,R,26,1,0,1,0,5,9,17
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,S,15,0,0,0,0,0,9,6
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,U,7,2,0,1,1,0,2,5
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Y,10,3,2,0,1,0,5,5
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,L,3,0,0,0,0,0,2,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,M,8,1,1,0,0,0,3,5
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,V,7,5,4,1,0,0,6,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,Z,2,2,1,0,1,0,1,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,O,3,1,1,0,0,0,1,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,J,3,3,2,0,1,0,2,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,K,5,5,3,1,1,0,4,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,U,2,2,1,0,1,0,1,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Total,190,43,19,7,17,40,107,83
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Fside,78,19,11,2,6,20,49,29
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Bside,112,24,8,5,11,20,58,54
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Fgs,67,10,4,2,4,20,40,27
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Bgs,110,22,6,5,11,20,56,54
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Base,181,35,12,7,16,40,99,82
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Net,9,8,7,0,1,0,8,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Gs,156,31,10,7,14,33,88,68
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Sl,21,1,0,0,1,7,8,13
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Dr,3,3,2,0,1,0,2,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Lo,1,0,0,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Vo,4,4,3,0,1,0,3,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Ov,3,3,3,0,0,0,3,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Sw,2,1,1,0,0,0,2,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,F,56,10,4,2,4,15,36,20
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,B,100,21,6,5,10,18,52,48
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,R,11,0,0,0,0,5,4,7
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,S,10,1,0,0,1,2,4,6
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Y,1,1,1,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,L,1,0,0,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,V,3,3,2,0,1,0,2,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,Z,1,1,1,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,O,3,3,3,0,0,0,3,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,J,2,1,1,0,0,0,2,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Total,192,42,10,7,25,45,82,110
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Fside,71,14,5,3,6,22,35,36
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Bside,121,28,5,4,19,23,47,74
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Fgs,64,9,1,3,5,21,31,33
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Bgs,117,27,4,4,19,23,45,72
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Base,187,38,7,7,24,45,78,109
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Net,5,4,3,0,1,0,4,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Gs,165,35,5,7,23,38,74,91
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Sl,16,1,0,0,1,6,2,14
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Dr,3,2,2,0,0,1,2,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Lo,3,0,0,0,0,0,0,3
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Vo,1,1,1,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Ov,1,1,0,0,1,0,0,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Sw,3,2,2,0,0,0,3,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,F,57,9,1,3,5,18,30,27
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,B,108,26,4,4,18,20,44,64
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,R,7,0,0,0,0,3,1,6
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,S,9,1,0,0,1,3,1,8
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,U,2,1,1,0,0,1,1,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,Y,1,1,1,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,L,1,0,0,0,0,0,0,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,M,2,0,0,0,0,0,0,2
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,V,1,1,1,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,O,1,1,0,0,1,0,0,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,J,2,2,2,0,0,0,2,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,K,1,0,0,0,0,0,1,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Total,453,96,38,21,37,66,243,210
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Fside,213,41,18,8,15,34,124,89
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Bside,240,55,20,13,22,32,119,121
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Fgs,193,29,10,7,12,34,112,81
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Bgs,228,49,16,13,20,32,112,116
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Base,434,81,26,21,34,66,229,205
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Net,19,15,12,0,3,0,14,5
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Gs,377,76,25,20,31,61,202,175
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Sl,44,2,1,0,1,5,22,22
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Dr,10,3,0,1,2,0,5,5
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Lo,3,0,0,0,0,0,0,3
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Vo,7,6,5,0,1,0,6,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Ov,5,4,4,0,0,0,4,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Sw,7,5,3,0,2,0,4,3
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,F,159,27,9,7,11,30,93,66
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,B,218,49,16,13,20,31,109,109
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,R,34,2,1,0,1,4,19,15
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,S,10,0,0,0,0,1,3,7
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,U,6,2,0,1,1,0,3,3
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Y,4,1,0,0,1,0,2,2
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,L,2,0,0,0,0,0,0,2
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,M,1,0,0,0,0,0,0,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,V,3,2,2,0,0,0,3,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,Z,4,4,3,0,1,0,3,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,O,5,4,4,0,0,0,4,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,J,4,4,2,0,2,0,2,2
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,K,3,1,1,0,0,0,2,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Total,442,55,19,8,28,85,211,231
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Fside,207,22,10,2,10,43,103,104
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Bside,235,33,9,6,18,42,108,127
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Fgs,198,18,6,2,10,43,97,101
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Bgs,221,29,6,6,17,42,104,117
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Base,437,50,14,8,28,85,206,231
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Net,5,5,5,0,0,0,5,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Gs,345,42,12,8,22,70,171,174
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Sl,74,5,0,0,5,15,30,44
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Dr,13,3,2,0,1,0,4,9
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Lo,5,0,0,0,0,0,1,4
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Vo,2,2,2,0,0,0,2,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Ov,3,3,3,0,0,0,3,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,F,187,17,6,2,9,41,93,94
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,B,158,25,6,6,13,29,78,80
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,R,11,1,0,0,1,2,4,7
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,S,63,4,0,0,4,13,26,37
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,U,5,1,1,0,0,0,2,3
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Y,8,2,1,0,1,0,2,6
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,L,1,0,0,0,0,0,1,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,M,4,0,0,0,0,0,0,4
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,Z,2,2,2,0,0,0,2,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,O,3,3,3,0,0,0,3,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Total,194,37,11,14,12,35,118,76
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Fside,100,24,7,11,6,13,65,35
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Bside,94,13,4,3,6,22,53,41
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Fgs,98,22,5,11,6,13,63,35
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Bgs,90,11,2,3,6,22,49,41
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Base,191,35,9,14,12,35,115,76
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Net,3,2,2,0,0,0,3,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Gs,184,33,7,14,12,35,112,72
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Sl,4,0,0,0,0,0,0,4
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Dr,3,2,2,0,0,0,3,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Vo,2,1,1,0,0,0,2,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,Sw,1,1,1,0,0,0,1,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,F,97,22,5,11,6,13,63,34
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,B,87,11,2,3,6,22,49,38
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,R,1,0,0,0,0,0,0,1
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,S,3,0,0,0,0,0,0,3
