match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,first_in,dfs
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,d,29,19,0,1,4,8,21,4
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,a,27,18,0,0,4,7,22,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,4,19,13,0,0,1,4,15,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,5,8,5,0,0,0,1,3,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,6,29,19,0,1,7,10,25,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,4d,12,9,0,0,0,2,9,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,4a,7,4,0,0,1,2,6,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,5d,2,1,0,0,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,5a,6,4,0,0,0,1,2,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,6d,15,9,0,1,4,6,11,2
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Mirra Andreeva,6a,14,10,0,0,3,4,14,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,d,26,11,0,0,0,4,13,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,a,23,14,0,0,1,5,18,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,4,19,12,0,0,1,4,16,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,5,9,3,0,0,0,0,6,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,6,21,10,0,0,0,5,9,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,4d,6,3,0,0,0,0,6,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,4a,13,9,0,0,1,4,10,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,5d,2,0,0,0,0,0,1,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,5a,7,3,0,0,0,0,5,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,6d,18,8,0,0,0,4,6,0
20260524-W-Roland_Garros-R128-Mirra_Andreeva-Fiona_Ferro,Fiona Ferro,6a,3,2,0,0,0,1,3,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,d,48,24,0,0,4,6,38,3
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,a,45,27,2,1,3,9,29,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,4,37,25,0,0,4,7,31,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,5,13,6,0,0,0,1,9,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,6,43,20,2,1,3,7,27,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,4d,24,15,0,0,2,3,22,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,4a,13,10,0,0,2,4,9,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,5d,4,2,0,0,0,0,3,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,5a,9,4,0,0,0,1,6,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,6d,20,7,0,0,2,3,13,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Coco Gauff,6a,23,13,2,1,1,4,14,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,d,53,25,2,0,7,12,35,5
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,a,51,28,1,0,3,9,30,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,4,36,16,0,0,4,5,26,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,5,24,16,0,0,1,6,10,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,6,44,21,3,0,5,10,29,3
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,4d,21,9,0,0,4,5,18,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,4a,15,7,0,0,0,0,8,1
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,5d,8,4,0,0,1,2,4,2
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,5a,16,12,0,0,0,4,6,0
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,6d,24,12,2,0,2,5,13,3
20260512-W-Rome-QF-Coco_Gauff-Mirra_Andreeva,Mirra Andreeva,6a,20,9,1,0,3,5,16,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,d,29,16,2,0,6,8,21,2
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,d,29,22,3,1,3,10,23,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,a,27,15,1,0,0,9,17,3
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,4,22,19,2,0,1,8,16,2
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,5,5,4,0,0,0,2,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,6,29,14,2,1,2,9,23,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,4d,12,12,2,0,1,4,12,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,4a,10,7,0,0,0,4,4,2
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,5d,1,1,0,0,0,0,0,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,5a,4,3,0,0,0,2,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,6d,16,9,1,1,2,6,11,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Mirra Andreeva,6a,13,5,1,0,0,3,12,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,a,26,13,2,0,1,5,13,2
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,4,26,14,1,0,5,7,16,3
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,5,8,2,0,0,0,0,3,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,6,21,13,3,0,2,6,15,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,4d,13,8,0,0,5,5,11,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,4a,13,6,1,0,0,2,5,2
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,5d,4,1,0,0,0,0,2,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,5a,4,1,0,0,0,0,1,0
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,6d,12,7,2,0,1,3,8,1
20260511-W-Rome-R16-Mirra_Andreeva-Elise_Mertens,Elise Mertens,6a,9,6,1,0,1,3,7,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,d,50,32,1,0,5,10,35,2
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,a,48,25,2,0,2,5,34,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,4,27,16,0,0,4,4,20,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,5,14,5,0,0,1,1,4,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,6,57,36,3,0,2,10,45,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,4d,18,13,0,0,3,3,17,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,4a,9,3,0,0,1,1,3,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,5d,3,0,0,0,0,0,0,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,5a,11,5,0,0,1,1,4,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,6d,29,19,1,0,2,7,18,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Mirra Andreeva,6a,28,17,2,0,0,3,27,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,d,38,17,0,0,2,5,29,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,a,35,15,0,0,4,5,25,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,4,30,9,0,0,1,2,26,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,5,8,3,0,0,1,2,4,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,6,35,20,0,0,4,6,24,1
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,4d,18,5,0,0,0,1,17,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,4a,12,4,0,0,1,1,9,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,5d,4,1,0,0,1,1,3,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,5a,4,2,0,0,0,1,1,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,6d,16,11,0,0,1,3,9,0
20260509-W-Rome-R32-Mirra_Andreeva-Viktorija_Golubic,Viktorija Golubic,6a,19,9,0,0,3,3,15,1
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,d,33,18,0,0,5,8,21,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,a,29,19,0,0,6,9,20,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,4,14,9,0,0,3,3,10,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,5,31,20,0,0,3,8,17,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,6,17,8,0,0,5,6,14,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,4d,8,5,0,0,2,2,4,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,4a,6,4,0,0,1,1,6,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,5d,18,10,0,0,1,3,11,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,5a,13,10,0,0,2,5,6,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,6d,7,3,0,0,2,3,6,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Alexandra Eala,6a,10,5,0,0,3,3,8,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,d,27,13,2,0,5,10,18,3
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,a,24,12,0,0,5,7,16,1
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,4,22,10,0,0,5,7,16,3
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,5,6,4,0,0,1,2,4,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,6,23,11,2,0,4,8,14,1
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,4d,15,7,0,0,4,6,10,2
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,4a,7,3,0,0,1,1,6,1
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,5d,2,1,0,0,0,1,1,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,5a,4,3,0,0,1,1,3,0
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,6d,10,5,2,0,1,3,7,1
20260508-W-Rome-R64-Alexandra_Eala-Xin_Yu_Wang,Xin Yu Wang,6a,13,6,0,0,3,5,7,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,d,21,14,4,0,3,10,13,1
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,a,20,14,0,1,6,9,13,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,4,12,8,0,1,3,5,9,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,5,5,3,0,0,0,1,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,6,24,17,4,0,6,13,15,1
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,4d,6,4,0,0,3,3,6,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,4a,6,4,0,1,0,2,3,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,5d,1,0,0,0,0,0,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,5a,4,3,0,0,0,1,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,6d,14,10,4,0,0,7,6,1
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Mirra Andreeva,6a,10,7,0,0,6,6,9,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,d,23,9,0,0,3,7,13,3
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,a,23,7,0,0,1,2,17,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,4,21,10,0,0,3,6,13,1
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,5,4,1,0,0,0,1,3,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,6,21,5,0,0,1,2,14,2
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,4d,14,7,0,0,3,5,11,1
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,4a,7,3,0,0,0,1,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,5d,2,1,0,0,0,1,2,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,5a,2,0,0,0,0,0,1,0
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,6d,7,1,0,0,0,1,0,2
20260507-W-Rome-R64-Mirra_Andreeva-Antonia_Ruzic,Antonia Ruzic,6a,14,4,0,0,1,1,14,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,d,33,21,3,0,3,12,23,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,a,30,21,1,0,3,9,15,2
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,4,37,23,1,0,4,10,24,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,5,11,6,0,0,0,3,2,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,6,15,13,3,0,2,8,12,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,4d,23,14,0,0,2,6,15,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,4a,14,9,1,0,2,4,9,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,5d,2,0,0,0,0,0,0,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,5a,9,6,0,0,0,3,2,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,6d,8,7,3,0,1,6,8,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Marta Kostyuk,6a,7,6,0,0,1,2,4,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,d,28,15,1,1,4,10,17,2
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,a,25,14,0,0,2,5,12,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,4,18,10,0,0,4,7,9,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,5,6,3,0,0,0,1,1,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,6,29,16,1,1,2,7,19,2
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,4d,12,7,0,0,4,5,8,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,4a,6,3,0,0,0,2,1,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,5d,2,2,0,0,0,1,1,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,5a,4,1,0,0,0,0,0,0
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,6d,14,6,1,1,0,4,8,1
20260502-W-Madrid-F-Marta_Kostyuk-Mirra_Andreeva,Mirra Andreeva,6a,15,10,0,0,2,3,11,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,d,38,15,0,0,7,9,20,3
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,a,35,24,1,0,5,12,19,2
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,4,25,15,0,0,4,8,17,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,5,26,12,0,0,0,3,4,3
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,6,22,12,1,0,8,10,18,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,4d,7,1,0,0,0,0,4,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,4a,18,14,0,0,4,8,13,0
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,5d,12,4,0,0,0,1,1,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,5a,14,8,0,0,0,2,3,2
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,6d,19,10,0,0,7,8,15,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Marta Kostyuk,6a,3,2,1,0,1,2,3,0
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,d,36,18,0,0,7,12,25,2
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,a,33,16,0,0,6,9,20,4
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,4,28,17,0,0,8,11,22,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,5,10,3,0,0,0,2,3,2
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,6,31,14,0,0,5,8,20,3
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,4d,11,6,0,0,3,4,11,0
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,4a,17,11,0,0,5,7,11,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,5d,4,1,0,0,0,1,0,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,5a,6,2,0,0,0,1,3,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,6d,21,11,0,0,4,7,14,1
20260430-W-Madrid-SF-Marta_Kostyuk-Anastasia_Potapova,Anastasia Potapova,6a,10,3,0,0,1,1,6,2
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,d,42,28,3,0,7,14,24,2
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,a,36,22,2,0,4,13,20,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,4,34,21,2,0,6,15,23,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,5,9,5,0,0,1,4,2,1
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,6,35,24,3,0,4,8,19,1
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,4d,14,9,1,0,3,7,11,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,4a,20,12,1,0,3,8,12,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,5d,2,0,0,0,0,0,1,1
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,5a,7,5,0,0,1,4,1,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,6d,26,19,2,0,4,7,12,1
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Hailey Baptiste,6a,9,5,1,0,0,1,7,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,d,34,28,2,0,7,16,24,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,a,28,20,1,0,9,13,19,1
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,4,23,17,0,0,7,10,13,1
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,5,5,3,0,0,1,2,2,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,6,34,28,3,0,8,17,28,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,4d,12,10,0,0,4,6,8,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,4a,11,7,0,0,3,4,5,1
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,5d,1,1,0,0,1,1,1,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,5a,4,2,0,0,0,1,1,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,6d,21,17,2,0,2,9,15,0
20260430-W-Madrid-SF-Hailey_Baptiste-Mirra_Andreeva,Mirra Andreeva,6a,13,11,1,0,6,8,13,0
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,d,43,17,2,2,5,14,27,3
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,a,41,19,0,0,2,9,24,4
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,4,27,12,0,1,2,7,20,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,5,21,4,0,0,0,3,4,3
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,6,36,20,2,1,5,13,27,3
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,4d,16,6,0,1,1,4,12,0
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,4a,11,6,0,0,1,3,8,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,5d,13,3,0,0,0,3,2,3
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,5a,8,1,0,0,0,0,2,0
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,6d,14,8,2,1,4,7,13,0
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Linda Noskova,6a,22,12,0,0,1,6,14,3
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,d,26,14,2,0,3,8,14,3
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,a,22,16,0,0,4,8,13,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,4,13,8,0,0,5,7,11,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,5,15,10,0,0,1,2,3,2
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,6,20,12,2,0,1,7,13,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,4d,7,2,0,0,1,2,5,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,4a,6,6,0,0,4,5,6,0
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,5d,4,2,0,0,1,1,0,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,5a,11,8,0,0,0,1,3,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,6d,15,10,2,0,1,5,9,1
20260429-W-Madrid-QF-Linda_Noskova-Marta_Kostyuk,Marta Kostyuk,6a,5,2,0,0,0,2,4,0
